"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
16299,"PALENVALE","Tentative",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, HYPERTHERMIC ARENIC HAPLARGIDS","Aridisols","Argids","Haplargids","Arenic Haplargids","loamy",NA,"mixed","superactive",NA,"hyperthermic","davis, ca","CA","California","State or Territory",2009,NA,2009
16300,"PALERF","Established",FALSE,TRUE,"CLAYEY-SKELETAL, SMECTITIC, MESIC VITRANDIC PALEXEROLLS","Mollisols","Xerolls","Palexerolls","Vitrandic Palexerolls","clayey-skeletal",NA,"smectitic",NA,NA,"mesic","bozeman, mt","WA","Washington","State or Territory",1989,1994,2001
16301,"PALERMO","Established",FALSE,FALSE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","KS","Kansas","State or Territory",1998,2002,2003
16302,"PALESTINE","Inactive",FALSE,FALSE,"FINE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, MESIC MOLLIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Mollic Hapludalfs","fine-loamy over sandy or sandy-skeletal",NA,"mixed",NA,NA,"mesic",NA,"IL","Illinois","State or Territory",NA,NA,1987
16303,"PALINOR","Established",TRUE,FALSE,"LOAMY-SKELETAL, CARBONATIC, MESIC, SHALLOW XERIC HAPLODURIDS","Aridisols","Durids","Haplodurids","Xeric Haplodurids","loamy-skeletal",NA,"carbonatic",NA,NA,"mesic","davis, ca","NV","Nevada","State or Territory",1981,1990,2008
16304,"PALISADE","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, ACTIVE, MESIC SODIC XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Sodic Xeric Haplocalcids","coarse-loamy",NA,"mixed","active",NA,"mesic","davis, ca","UT","Utah","State or Territory",NA,1959,2005
16305,"PALIX","Established",FALSE,TRUE,"MEDIAL, FERRIHYDRITIC, ISOMESIC TYPIC FULVUDANDS","Andisols","Udands","Fulvudands","Typic Fulvudands","medial",NA,"ferrihydritic",NA,NA,"isomesic","bozeman, mt","WA","Washington","State or Territory",NA,1978,1999
16306,"PALLS","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC MOLLIC HAPLOXERALFS","Alfisols","Xeralfs","Haploxeralfs","Mollic Haploxeralfs","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1982,1983,2003
16307,"PALM","Established",FALSE,FALSE,"CLAYEY-SKELETAL, ISOTIC, ACID, ISOTHERMIC AQUANDIC HUMAQUEPTS","Inceptisols","Aquepts","Humaquepts","Aquandic Humaquepts","clayey-skeletal",NA,"isotic",NA,"acid","isothermic","auburn, al","PR","Puerto Rico","State or Territory",1987,1992,2002
16308,"PALM BEACH","Established",FALSE,TRUE,"HYPERTHERMIC, UNCOATED TYPIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments",NA,NA,NA,NA,NA,"hyperthermic","auburn, al","FL","Florida","State or Territory",NA,1913,1987
16309,"PALMA","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC CALCIARGIDS","Aridisols","Argids","Calciargids","Ustic Calciargids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",NA,1970,2006
16310,"PALMAR","Established",FALSE,TRUE,"EUIC, ISOHYPERTHERMIC TYPIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Typic Haplosaprists",NA,NA,NA,NA,"euic","isohyperthermic","auburn, al","PR","Puerto Rico","State or Territory",NA,1980,2000
16311,"PALMAREJO","Established",FALSE,TRUE,"FINE, MIXED, SEMIACTIVE, ISOHYPERTHERMIC TYPIC HAPLUSTULTS","Ultisols","Ustults","Haplustults","Typic Haplustults","fine",NA,"mixed","semiactive",NA,"isohyperthermic","auburn, al","PR","Puerto Rico","State or Territory",NA,1962,2001
16312,"PALMAS ALTAS","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR","Puerto Rico","State or Territory",NA,NA,1987
16314,"PALMER","Inactive",FALSE,FALSE,"VERY-FINE, MIXED, NONACID, MESIC AERIC HAPLAQUEPTS","Inceptisols","Aquepts","Haplaquepts","Aeric Haplaquepts","very-fine",NA,"mixed",NA,"nonacid","mesic",NA,"OH","Ohio","State or Territory",NA,NA,1987
16315,"PALMER CANYON","Inactive",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Aridic Argiustolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WY","Wyoming","State or Territory",1967,NA,2004
16316,"PALMERDALE","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, ACTIVE, ACID, THERMIC TYPIC UDORTHENTS","Entisols","Orthents","Udorthents","Typic Udorthents","loamy-skeletal",NA,"mixed","active","acid","thermic","auburn, al","AL","Alabama","State or Territory",NA,1974,2007
16317,"PALMERS","Established",FALSE,FALSE,"VERY-FINE, MIXED, ACTIVE, NONACID, FRIGID VERTIC EPIAQUEPTS","Inceptisols","Aquepts","Epiaquepts","Vertic Epiaquepts","very-fine",NA,"mixed","active","nonacid","frigid","salina, ks","MN","Minnesota","State or Territory",2007,2007,2007
16318,"PALMETTO","Established",FALSE,FALSE,"LOAMY, SILICEOUS, SUBACTIVE, HYPERTHERMIC GROSSARENIC PALEAQUULTS","Ultisols","Aquults","Paleaquults","Grossarenic Paleaquults","loamy",NA,"siliceous","subactive",NA,"hyperthermic","auburn, al","FL","Florida","State or Territory",NA,1980,2002
16319,"PALMICH","Established",FALSE,FALSE,"ASHY-PUMICEOUS, GLASSY, FRIGID TYPIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Typic Vitrixerands","ashy-pumiceous",NA,"glassy",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",NA,1972,2001
16320,"PALMONT","Tentative",FALSE,FALSE,"SANDY-SKELETAL, MIXED, FRIGID ANDIC HAPLOXEREPTS","Inceptisols","Xerepts","Haploxerepts","Andic Haploxerepts","sandy-skeletal",NA,"mixed",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",NA,NA,2000
16321,"PALMS","Established",TRUE,TRUE,"LOAMY, MIXED, EUIC, MESIC TERRIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","loamy",NA,"mixed",NA,"euic","mesic","morgantown, wv","MI","Michigan","State or Territory",NA,1955,2025
24992,"PALMVIEW","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, NONACID, THERMIC TYPIC XERORTHENTS","Entisols","Orthents","Xerorthents","Typic Xerorthents","coarse-loamy",NA,"mixed","superactive","nonacid","thermic","davis, ca","CA","California","State or Territory",2011,2016,2016
16322,"PALMYRA","Established",TRUE,TRUE,"FINE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, ACTIVE, MESIC GLOSSIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Glossic Hapludalfs","fine-loamy over sandy or sandy-skeletal",NA,"mixed","active",NA,"mesic","morgantown, wv","NY","New York","State or Territory",NA,1919,2007
16323,"PALO","Established",FALSE,TRUE,"LOAMY, MIXED, SUPERACTIVE, THERMIC, SHALLOW USTALFIC PETROCALCIDS","Aridisols","Calcids","Petrocalcids","Ustalfic Petrocalcids","loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",1984,1988,2006
16324,"PALOBIA","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, HYPERTHERMIC TYPIC NATRUSTALFS","Alfisols","Ustalfs","Natrustalfs","Typic Natrustalfs","fine-loamy",NA,"mixed","active",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1987,2007
16325,"PALODURO","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC ARIDIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Aridic Haplustolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1971,1999
16326,"PALOMARIN","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, ISOMESIC HUMIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Humic Dystrudepts","fine-loamy",NA,"mixed","superactive",NA,"isomesic","davis, ca","CA","California","State or Territory",NA,1979,2001
16327,"PALOMAS","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLARGIDS","Aridisols","Argids","Haplargids","Typic Haplargids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",NA,1941,2003
16328,"PALOMINO","Established",FALSE,FALSE,"LOAMY, MIXED, ACTIVE, FRIGID LITHIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Lithic Haplustalfs","loamy",NA,"mixed","active",NA,"frigid","davis, ca","AZ","Arizona","State or Territory",NA,1971,2007
16329,"PALON","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID LAMELLIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Lamellic Haplustalfs","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","NM","New Mexico","State or Territory",1981,1987,2022
16330,"PALOPINTO","Established",TRUE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC LITHIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1979,2017
16331,"PALOS VERDES","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC DURINODIC HAPLARGIDS","Aridisols","Argids","Haplargids","Durinodic Haplargids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",NA,1931,1997
24751,"PALOUSE","Established",TRUE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC PACHIC ULTIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Pachic Ultic Haploxerolls","fine-silty",NA,"mixed","superactive",NA,"mesic","bozeman, mt","WA","Washington","State or Territory",NA,1915,2001
16332,"PALSGROVE","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","IL","Illinois","State or Territory",NA,1964,2022
16333,"PALUXY","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, ACTIVE, THERMIC UDIC HAPLUSTEPTS","Inceptisols","Ustepts","Haplustepts","Udic Haplustepts","coarse-loamy",NA,"mixed","active",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1975,2001
16334,"PAMISON","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID ARIDIC CALCIXEROLLS","Mollisols","Xerolls","Calcixerolls","Aridic Calcixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","davis, ca","NV","Nevada","State or Territory",1985,1986,2003
16335,"PAMLICO","Established",FALSE,TRUE,"SANDY OR SANDY-SKELETAL, SILICEOUS, DYSIC, THERMIC TERRIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Terric Haplosaprists","sandy or sandy-skeletal",NA,"siliceous",NA,"dysic","thermic","auburn, al","NC","North Carolina","State or Territory",NA,1935,1998
16336,"PAMOA","Established",FALSE,FALSE,"VERY-FINE, PARASESQUIC, ISOHYPERTHERMIC TORRERTIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Torrertic Haplustolls","very-fine",NA,"parasesquic",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",NA,1949,2001
16337,"PAMSDEL","Established",FALSE,FALSE,"LOAMY-SKELETAL, CARBONATIC, MESIC, SHALLOW HAPLODURIDIC DURIXEROLLS","Mollisols","Xerolls","Durixerolls","Haploduridic Durixerolls","loamy-skeletal",NA,"carbonatic",NA,NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1971,2005
16338,"PAMUNKEY","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SEMIACTIVE, THERMIC ULTIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Ultic Hapludalfs","fine-loamy",NA,"mixed","semiactive",NA,"thermic","auburn, al","VA","Virginia","State or Territory",NA,1973,2002
16339,"PANA","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, ACTIVE, MESIC MOLLIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Mollic Hapludalfs","fine-loamy",NA,"mixed","active",NA,"mesic","salina, ks","IL","Illinois","State or Territory",NA,1946,2022
16340,"PANACKER","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SEMIACTIVE, MESIC SODIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Sodic Haplocalcids","fine-loamy",NA,"mixed","semiactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",2004,2006,2007
16341,"PANAEWA","Established",FALSE,TRUE,"HYDROUS-SKELETAL, FERRIHYDRITIC, ISOHYPERTHERMIC LITHIC HYDRUDANDS","Andisols","Udands","Hydrudands","Lithic Hydrudands","hydrous-skeletal",NA,"ferrihydritic",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",NA,1971,2012
16342,"PANAK","Established",FALSE,TRUE,"FINE-LOAMY, ISOTIC, FRIGID VITRANDIC HAPLOXERALFS","Alfisols","Xeralfs","Haploxeralfs","Vitrandic Haploxeralfs","fine-loamy",NA,"isotic",NA,NA,"frigid","bozeman, mt","WA","Washington","State or Territory",1984,2003,2003
16343,"PANAM","Established",FALSE,FALSE,"HYPERTHERMIC, UNCOATED AQUIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Aquic Quartzipsamments",NA,NA,NA,NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",2002,2007,2007
16344,"PANAMA","Established",FALSE,FALSE,"LOAMY-SKELETAL, SILICEOUS, ACTIVE, THERMIC TYPIC PALEUDULTS","Ultisols","Udults","Paleudults","Typic Paleudults","loamy-skeletal",NA,"siliceous","active",NA,"thermic","temple, tx","OK","Oklahoma","State or Territory",NA,1980,2001
16345,"PANAMAKER","Established",FALSE,TRUE,"MIXED, MESIC TYPIC XEROPSAMMENTS","Entisols","Psamments","Xeropsamments","Typic Xeropsamments",NA,NA,"mixed",NA,NA,"mesic","bozeman, mt","WA","Washington","State or Territory",1987,1989,1994
16346,"PANAMINT","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC TYPIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Typic Haploxerolls","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",NA,1980,2003
16347,"PANCHERI","Established",FALSE,TRUE,"COARSE-SILTY, MIXED, SUPERACTIVE, FRIGID XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","coarse-silty",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1972,2009
16348,"PANDALE","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","fine-loamy",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1998,2002,2002
16349,"PANDO","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE ALFIC ARGICRYOLLS","Mollisols","Cryolls","Argicryolls","Alfic Argicryolls","loamy-skeletal",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",NA,1974,2022
16350,"PANDOAH","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID CALCIDIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Calcidic Haploxerolls","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1973,2002
16351,"PANDORA","Established",FALSE,TRUE,"FINE, MIXED, ACTIVE, MESIC TYPIC EPIAQUALFS","Alfisols","Aqualfs","Epiaqualfs","Typic Epiaqualfs","fine",NA,"mixed","active",NA,"mesic","morgantown, wv","OH","Ohio","State or Territory",NA,1930,2007
16352,"PANDURA","Established",TRUE,TRUE,"LOAMY, MIXED, ACTIVE, ISOHYPERTHERMIC, SHALLOW DYSTRIC EUTRUDEPTS","Inceptisols","Udepts","Eutrudepts","Dystric Eutrudepts","loamy",NA,"mixed","active",NA,"isohyperthermic","auburn, al","PR","Puerto Rico","State or Territory",NA,1936,2010
16353,"PANE","Established",FALSE,TRUE,"MEDIAL, AMORPHIC, ISOTHERMIC TYPIC HAPLUSTANDS","Andisols","Ustands","Haplustands","Typic Haplustands","medial",NA,"amorphic",NA,NA,"isothermic","davis, ca","HI","Hawaii","State or Territory",NA,1949,2001
16354,"PANGBORN","Established",FALSE,TRUE,"DYSIC, MESIC TYPIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Typic Haplosaprists",NA,NA,NA,NA,"dysic","mesic","bozeman, mt","WA","Washington","State or Territory",1982,1899,1999
16355,"PANGUITCH","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","coarse-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","UT","Utah","State or Territory",NA,1969,1999
16356,"PANHANDLE","Established",FALSE,TRUE,"ASHY-PUMICEOUS, GLASSY, NONACID VITRANDIC CRYORTHENTS","Entisols","Orthents","Cryorthents","Vitrandic Cryorthents","ashy-pumiceous",NA,"glassy",NA,"nonacid",NA,"bozeman, mt","WA","Washington","State or Territory",NA,1985,1998
16357,"PANHILL","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLARGIDS","Aridisols","Argids","Haplargids","Typic Haplargids","fine-silty",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,1946,2003
16358,"PANICKE","Tentative",FALSE,FALSE,"FINE, SMECTITIC, MESIC ARIDIC PALEXEROLLS","Mollisols","Xerolls","Palexerolls","Aridic Palexerolls","fine",NA,"smectitic",NA,NA,"mesic","bozeman, mt","OR","Oregon","State or Territory",2009,NA,2009
16359,"PANIN","Inactive",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE PACHIC ARGICRYOLLS","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","loamy-skeletal",NA,"mixed","superactive",NA,NA,"davis, ca","NV","Nevada","State or Territory",1973,1974,2003
16360,"PANIOGUE","Established",FALSE,TRUE,"COARSE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, MESIC XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","coarse-loamy over sandy or sandy-skeletal",NA,"mixed","superactive",NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",NA,1972,2001
16361,"PANITCHEN","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, CALCAREOUS, MESIC USTIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Ustic Torrifluvents","fine-loamy",NA,"mixed","superactive","calcareous","mesic","bozeman, mt","CO","Colorado","State or Territory",1982,1982,2003
16362,"PANKEYBASIN","Tentative",FALSE,FALSE,"FINE, SMECTITIC, FRIGID PALEXEROLLIC DURIXEROLLS","Mollisols","Xerolls","Durixerolls","Palexerollic Durixerolls","fine",NA,"smectitic",NA,NA,"frigid","davis, ca","OR","Oregon","State or Territory",1998,NA,1999
24752,"PANKY","Established",TRUE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC CALCIC PALEARGIDS","Aridisols","Argids","Paleargids","Calcic Paleargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",NA,1970,2003
16363,"PANLEE","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC XERIC PETROCAMBIDS","Aridisols","Cambids","Petrocambids","Xeric Petrocambids","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",1986,1992,2003
16364,"PANMOD","Established",FALSE,TRUE,"COARSE-SILTY, MIXED, SUPERACTIVE, FRIGID TYPIC DURIXEREPTS","Inceptisols","Xerepts","Durixerepts","Typic Durixerepts","coarse-silty",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1977,2000
16365,"PANNFIELD","Established",FALSE,FALSE,"ASHY, GLASSY VITRANDIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Vitrandic Haplocryolls","ashy",NA,"glassy",NA,NA,NA,"bozeman, mt","CO","Colorado","State or Territory",2008,2010,2010
16366,"PANOCHE","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Typic Haplocambids","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",NA,2000,2000
16367,"PANOLA","Established",FALSE,TRUE,"FINE, SMECTITIC, THERMIC VERTIC EPIAQUALFS","Alfisols","Aqualfs","Epiaqualfs","Vertic Epiaqualfs","fine",NA,"smectitic",NA,NA,"thermic","temple, tx","OK","Oklahoma","State or Territory",NA,1970,1997
16368,"PANOR","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, CALCAREOUS, THERMIC TYPIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Typic Torriorthents","fine-loamy",NA,"mixed","superactive","calcareous","thermic","davis, ca","NV","Nevada","State or Territory",NA,1996,2001
16369,"PANORAMA","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, ACTIVE, MESIC ULTIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Ultic Hapludalfs","fine-loamy",NA,"mixed","active",NA,"mesic","morgantown, wv","VA","Virginia","State or Territory",1983,1985,2004
16370,"PANOZA","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC CALCIC HAPLOXEREPTS","Inceptisols","Xerepts","Haploxerepts","Calcic Haploxerepts","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1985,2003,2003
16371,"PANSEY","Established",FALSE,FALSE,"FINE-LOAMY, SILICEOUS, SEMIACTIVE, THERMIC PLINTHIC PALEAQUULTS","Ultisols","Aquults","Paleaquults","Plinthic Paleaquults","fine-loamy",NA,"siliceous","semiactive",NA,"thermic","auburn, al","AL","Alabama","State or Territory",NA,1971,2002
16372,"PANTAK","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC LITHIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Lithic Ustic Haplargids","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1992,1993,2008
16373,"PANTANO","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC, SHALLOW TYPIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1975,1986,2000
16374,"PANTEGO","Established",FALSE,TRUE,"FINE-LOAMY, SILICEOUS, SEMIACTIVE, THERMIC UMBRIC PALEAQUULTS","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","fine-loamy",NA,"siliceous","semiactive",NA,"thermic","auburn, al","NC","North Carolina","State or Territory",NA,1969,1997
16375,"PANTERA","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, HYPERTHERMIC USTIC TORRIFLUVENTS","Entisols","Fluvents","Torrifluvents","Ustic Torrifluvents","sandy-skeletal",NA,"mixed",NA,NA,"hyperthermic","davis, ca","TX","Texas","State or Territory",1982,1982,2008
16376,"PANTEX","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, THERMIC TORRERTIC PALEUSTOLLS","Mollisols","Ustolls","Paleustolls","Torrertic Paleustolls","fine",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1992,1999,1999
